,Date,Type,Team,Conf.,Opp.,Venue,Win,Points_For,Points_Against,Point_Differential,Season,Opp_Conf
11637,2015-12-15,N,Georgetown,BE,Monmouth,Home,False,83,68,15,2015-16,MAAC
11640,2015-12-15,N,San Diego,WCC,UC Davis,Home,True,61,55,6,2015-16,BW
11663,2015-12-16,N,Richmond,A10,Old Dominion,Home,True,77,61,16,2015-16,CUSA
11662,2015-12-16,N,North Carolina,ACC,Tulane,Home,True,96,72,24,2015-16,Amer
29474,2021-11-22,N,North Dakota St.,Sum,Tarleton St.,Home,True,54,53,1,2021-22,WAC
11657,2015-12-15,N,Binghamton,AE,Saint Francis,Home,False,67,61,6,2015-16,NEC
11656,2015-12-15,N,Florida A&M,MEAC,Southeastern Louisia,Home,True,67,64,3,2015-16,Slnd
11654,2015-12-15,N,Miami OH,MAC,Jackson St.,Home,True,64,53,11,2015-16,SWAC
11638,2015-12-15,N,Oklahoma St.,B12,Longwood,Home,True,73,55,18,2015-16,BSth
29478,2021-11-22,N,Eastern Kentucky,ASun,Eastern Illinois,Home,True,82,43,39,2021-22,OVC
11650,2015-12-15,N,Clemson,ACC,Presbyterian,Home,True,69,41,28,2015-16,BSth
29481,2021-11-22,N,Stony Brook,AE,Sacred Heart,Home,True,75,72,3,2021-22,NEC
11648,2015-12-15,N,Texas,B12,Appalachian St.,Home,True,67,55,12,2015-16,SB
11647,2015-12-15,N,Houston Christian,Slnd,UC Riverside,Home,True,72,59,13,2015-16,BW
29486,2021-11-22,N,Cleveland St.,Horz,Coppin St.,Home,True,65,62,3,2021-22,MEAC
29487,2021-11-22,N,Northern Kentucky,Horz,Western Illinois,Home,False,69,67,2,2021-22,Sum
11652,2015-12-15,N,Memphis,Amer,Southern,Home,True,72,67,5,2015-16,SWAC
29620,2021-11-24,N,Western Kentucky,CUSA,Alabama A&M,Home,True,88,62,26,2021-22,SWAC
11610,2015-12-15,N,Oregon,P12,UC Irvine,Home,True,78,63,15,2015-16,BW
11608,2015-12-15,N,Grand Canyon,WAC,Delaware St.,Home,True,88,59,29,2015-16,MEAC
11579,2015-12-14,N,Stetson,ASun,Tennessee St.,Home,False,93,90,3,2015-16,OVC
11577,2015-12-14,N,North Florida,ASun,FIU,Home,True,94,72,22,2015-16,CUSA
11576,2015-12-14,N,Saint Mary's,WCC,Cal Poly,Home,True,93,63,30,2015-16,BW
11575,2015-12-13,N,South Florida,Amer,N.C. State,Home,False,65,46,19,2015-16,ACC
29526,2021-11-23,N,Wake Forest,ACC,Kennesaw St.,Home,True,92,61,31,2021-22,ASun
11571,2015-12-13,N,Quinnipiac,MAAC,Boston University,Home,False,64,57,7,2015-16,Pat
11580,2015-12-14,N,Western Carolina,SC,Eastern Washington,Home,True,97,80,17,2015-16,BSky
11570,2015-12-13,N,Missouri St.,MVC,Tulsa,Home,False,70,61,9,2015-16,Amer
29532,2021-11-23,N,Merrimack,NEC,Hartford,Home,True,75,60,15,2021-22,AE
11566,2015-12-13,N,Jacksonville St.,OVC,Alabama St.,Home,False,63,60,3,2015-16,SWAC
11565,2015-12-13,N,New Mexico St.,WAC,Wyoming,Home,False,62,59,3,2015-16,MWC
29535,2021-11-23,N,Florida Gulf Coast,ASun,Rhode Island,Home,True,67,66,1,2021-22,A10
11561,2015-12-13,N,Temple,Amer,Saint Joseph's,Home,False,66,65,1,2015-16,A10
29538,2021-11-23,N,Towson,CAA,Penn,Home,True,76,61,15,2021-22,Ivy
29530,2021-11-23,N,Tennessee Tech,OVC,Lipscomb,Home,True,88,77,11,2021-22,ASun
11609,2015-12-15,N,UNC Asheville,BSth,East Tennessee St.,Home,True,84,64,20,2015-16,SC
11581,2015-12-14,N,Marshall,CUSA,North Carolina Centr,Home,True,92,73,19,2015-16,MEAC
11586,2015-12-14,N,North Texas,CUSA,Nicholls St.,Home,True,78,60,18,2015-16,Slnd
11607,2015-12-15,N,UCLA,P12,Louisiana,Home,True,89,80,9,2015-16,SB
11605,2015-12-15,N,Duke,ACC,Georgia Southern,Home,True,99,65,34,2015-16,SB
11604,2015-12-15,N,Mississippi,SEC,Louisiana Tech,Home,True,99,80,19,2015-16,CUSA
29510,2021-11-23,N,UMBC,AE,American,Home,True,98,67,31,2021-22,Pat
11602,2015-12-14,N,South Alabama,SB,Southern Miss,Home,False,57,54,3,2015-16,CUSA
11599,2015-12-14,N,Navy,Pat,USC Upstate,Home,False,66,57,9,2015-16,ASun
11583,2015-12-14,N,Columbia,Ivy,Robert Morris,Home,True,78,71,7,2015-16,NEC
11597,2015-12-14,N,Tulane,Amer,Prairie View A&M,Home,True,63,49,14,2015-16,SWAC
11593,2015-12-14,N,Cal St. Bakersfield,WAC,Dartmouth,Home,True,69,62,7,2015-16,Ivy
11592,2015-12-14,N,Manhattan,MAAC,St. Francis NY,Home,True,71,60,11,2015-16,NEC
11591,2015-12-14,N,Hartford,AE,Sacred Heart,Home,True,80,71,9,2015-16,NEC
29516,2021-11-23,N,New Hampshire,AE,Quinnipiac,Home,True,84,69,15,2021-22,MAAC
29518,2021-11-23,N,South Carolina,SEC,Wofford,Home,True,85,74,11,2021-22,SC
29520,2021-11-23,N,Texas Tech,B12,Nebraska Omaha,Home,True,96,40,56,2021-22,Sum
11594,2015-12-14,N,Wofford,SC,Coastal Carolina,Home,False,71,63,8,2015-16,BSth
11664,2015-12-16,N,Utah,P12,Savannah St.,Home,True,99,53,46,2015-16,MEAC
11438,2015-12-12,N,Niagara,MAAC,LIU,Home,False,80,79,1,2015-16,NEC
29622,2021-11-24,N,SMU,Amer,Sam Houston St.,Home,True,75,66,9,2021-22,WAC
29721,2021-11-24,N,South Florida,Amer,Hampton,Home,True,58,52,6,2021-22,BSth
11275,2015-12-09,N,Boise St.,MWC,Loyola Marymount,Home,True,67,66,1,2015-16,WCC
11276,2015-12-09,N,Maine,AE,Dartmouth,Home,False,79,69,10,2015-16,Ivy
11277,2015-12-09,N,Utah Valley,WAC,Weber St.,Home,True,84,81,3,2015-16,BSky
29719,2021-11-24,N,Minnesota,B10,Jacksonville,Home,True,55,44,11,2021-22,ASun
29717,2021-11-24,N,UTEP,CUSA,Florida A&M,Home,True,67,53,14,2021-22,SWAC
11283,2015-12-09,N,Hartford,AE,Quinnipiac,Home,False,68,66,2,2015-16,MAAC
11285,2015-12-09,N,Charlotte,CUSA,Campbell,Home,False,76,70,6,2015-16,BSth
11286,2015-12-09,N,Lafayette,Pat,Fairleigh Dickinson,Home,False,91,89,2,2015-16,NEC
11288,2015-12-09,N,Marist,MAAC,Albany,Home,False,75,53,22,2015-16,AE
11292,2015-12-09,N,San Diego,WCC,Denver,Home,False,59,47,12,2015-16,Sum
11293,2015-12-09,N,St. John's,BE,Niagara,Home,True,48,44,4,2015-16,MAAC
29701,2021-11-24,N,Pittsburgh,ACC,Vanderbilt,Home,False,68,52,16,2021-22,SEC
11298,2015-12-10,N,Missouri St.,MVC,IU Indy,Home,True,88,74,14,2015-16,Sum
11299,2015-12-10,N,Kent St.,MAC,Louisiana Monroe,Home,True,73,62,11,2015-16,SB
11300,2015-12-10,N,Iowa St.,B12,Iowa,Home,True,83,82,1,2015-16,B10
11301,2015-12-10,N,St. Francis NY,NEC,NJIT,Home,False,92,86,6,2015-16,ASun
11323,2015-12-11,N,TCU,B12,Prairie View A&M,Home,True,73,55,18,2015-16,SWAC
29684,2021-11-24,N,Air Force,MWC,Denver,Home,True,66,65,1,2021-22,Sum
11321,2015-12-11,N,UT Rio Grande Valley,WAC,Tennessee Martin,Home,False,72,64,8,2015-16,OVC
29685,2021-11-24,N,Montana,BSky,UC San Diego,Home,True,71,61,10,2021-22,BW
29686,2021-11-24,N,Radford,BSth,William & Mary,Home,True,67,54,13,2021-22,CAA
11317,2015-12-11,N,North Dakota,BSky,North Dakota St.,Home,False,69,67,2,2015-16,Sum
29722,2021-11-24,N,Northern Arizona,BSky,Cal St. Fullerton,Home,False,73,56,17,2021-22,BW
11316,2015-12-11,N,Pittsburgh,ACC,Eastern Washington,Home,True,84,51,33,2015-16,BSky
11313,2015-12-10,N,Wyoming,MWC,Southern,Home,False,68,58,10,2015-16,SWAC
29692,2021-11-24,N,UC Santa Barbara,BW,Arkansas Pine Bluff,Home,True,86,58,28,2021-22,SWAC
11309,2015-12-10,N,San Diego St.,MWC,Nicholls St.,Home,True,84,47,37,2015-16,Slnd
11307,2015-12-10,N,Penn St.,B10,Canisius,Home,True,81,67,14,2015-16,MAAC
11306,2015-12-10,N,Seton Hall,BE,Troy,Home,True,78,69,9,2015-16,SB
11304,2015-12-10,N,Idaho,BSky,Washington St.,Home,True,78,74,4,2015-16,P12
11315,2015-12-10,N,UMass Lowell,AE,Boston University,Home,False,80,60,20,2015-16,Pat
11271,2015-12-09,N,Radford,BSth,Virginia Tech,Home,False,74,65,9,2015-16,ACC
11269,2015-12-09,N,Southern Illinois,MVC,SIU Edwardsville,Home,False,76,74,2,2015-16,OVC
29726,2021-11-24,N,Eastern Michigan,MAC,Western Illinois,Home,True,72,68,4,2021-22,Sum
11242,2015-12-09,N,Louisiana,SB,McNeese St.,Home,True,97,64,33,2015-16,Slnd
11241,2015-12-09,N,Indiana,B10,Purdue Fort Wayne,Home,True,90,65,25,2015-16,Sum
11240,2015-12-09,N,Siena,MAAC,Hofstra,Home,True,81,68,13,2015-16,CAA
11235,2015-12-09,N,Creighton,BE,Nebraska,Home,True,83,67,16,2015-16,B10
11233,2015-12-09,N,Penn,Ivy,Temple,Home,False,77,73,4,2015-16,Amer
11231,2015-12-09,N,Kentucky,SEC,Eastern Kentucky,Home,True,88,67,21,2015-16,OVC
11243,2015-12-09,N,Illinois,B10,Yale,Home,True,69,65,4,2015-16,Ivy
11229,2015-12-09,N,Vanderbilt,SEC,Dayton,Home,False,72,67,5,2015-16,A10
11222,2015-12-09,N,Arizona,P12,Fresno St.,Home,True,85,72,13,2015-16,MWC
11221,2015-12-09,N,Pepperdine,WCC,Long Beach St.,Home,True,77,75,2,2015-16,BW
11220,2015-12-09,N,High Point,BSth,UNC Greensboro,Home,True,90,72,18,2015-16,SC
11219,2015-12-09,N,Kansas,B12,Holy Cross,Home,True,92,59,33,2015-16,Pat
11218,2015-12-09,N,Purdue,B10,Howard,Home,True,93,55,38,2015-16,MEAC
11214,2015-12-08,N,Bryant,NEC,Army,Home,False,77,55,22,2015-16,Pat
11224,2015-12-09,N,Davidson,A10,Eastern Washington,Home,True,96,86,10,2015-16,BSky
11324,2015-12-11,N,Chicago St.,WAC,Valparaiso,Home,False,71,53,18,2015-16,Horz
11244,2015-12-09,N,Drake,MVC,DePaul,Home,False,74,71,3,2015-16,BE
11246,2015-12-09,N,Detroit Mercy,Horz,Toledo,Home,True,75,72,3,2015-16,MAC
11265,2015-12-09,N,Wichita St.,MVC,UNLV,Home,True,56,50,6,2015-16,MWC
29727,2021-11-24,N,FIU,CUSA,North Dakota,Home,True,65,56,9,2021-22,Sum
11263,2015-12-09,N,Wisconsin,B10,Milwaukee,Home,False,68,67,1,2015-16,Horz
11262,2015-12-09,N,Texas Tech,B12,Tennessee Martin,Home,True,68,49,19,2015-16,OVC
11261,2015-12-09,N,California,P12,Incarnate Word,Home,True,74,62,12,2015-16,Slnd
11259,2015-12-09,N,Marshall,CUSA,Eastern Illinois,Home,True,82,76,6,2015-16,OVC
29741,2021-11-24,N,Oklahoma,B12,Houston Christian,Home,True,57,40,17,2021-22,Slnd
11258,2015-12-09,N,Missouri,SEC,Nebraska Omaha,Home,True,85,78,7,2015-16,Sum
11256,2015-12-09,N,Michigan St.,B10,Maryland Eastern Sho,Home,True,78,35,43,2015-16,MEAC
11255,2015-12-09,N,BYU,WCC,Utah St.,Home,True,80,68,12,2015-16,MWC
11253,2015-12-09,N,Indiana St.,MVC,Valparaiso,Home,False,69,63,6,2015-16,Horz
29737,2021-11-24,N,NJIT,AE,Fairleigh Dickinson,Home,True,62,54,8,2021-22,NEC
11248,2015-12-09,N,Kansas St.,B12,Coppin St.,Home,True,83,58,25,2015-16,MEAC
11247,2015-12-09,N,Manhattan,MAAC,Columbia,Home,False,72,71,1,2015-16,Ivy
11257,2015-12-09,N,Providence,BE,Boston College,Home,True,66,51,15,2015-16,ACC
11327,2015-12-12,N,Texas,B12,North Carolina,Home,True,84,82,2,2015-16,ACC
11329,2015-12-12,N,Butler,BE,Tennessee,Home,True,94,86,8,2015-16,SEC
11330,2015-12-12,N,Creighton,BE,IU Indy,Home,True,90,65,25,2015-16,Sum
11406,2015-12-12,N,UCF,Amer,Florida Atlantic,Home,True,75,61,14,2015-16,CUSA
11404,2015-12-12,N,Michigan St.,B10,Florida,Home,True,58,52,6,2015-16,SEC
11403,2015-12-12,N,UTSA,CUSA,Texas A&M Corpus Chr,Home,False,85,79,6,2015-16,Slnd
11402,2015-12-12,N,Michigan,B10,Delaware St.,Home,True,80,33,47,2015-16,MEAC
11401,2015-12-12,N,Utah St.,MWC,UC Irvine,Home,False,73,63,10,2015-16,BW
11400,2015-12-12,N,UMBC,AE,Mount St. Mary's,Home,True,75,63,12,2015-16,NEC
11407,2015-12-12,N,Arkansas,SEC,Tennessee Tech,Home,True,83,57,26,2015-16,OVC
11397,2015-12-12,N,UMKC,WAC,Mississippi St.,Home,True,72,67,5,2015-16,SEC
29642,2021-11-24,N,Texas,B12,Cal Baptist,Home,True,68,44,24,2021-22,WAC
11394,2015-12-12,N,California,P12,Saint Mary's,Home,True,63,59,4,2015-16,WCC
11393,2015-12-12,N,Middle Tennessee,CUSA,Auburn,Home,True,88,81,7,2015-16,SEC
11392,2015-12-12,N,Purdue Fort Wayne,Sum,Austin Peay,Home,True,85,68,17,2015-16,OVC
11390,2015-12-12,N,Central Michigan,MAC,Texas Southern,Home,True,79,71,8,2015-16,SWAC
11386,2015-12-12,N,Illinois Chicago,Horz,Illinois,Home,False,83,79,4,2015-16,B10
11396,2015-12-12,N,South Dakota,Sum,Cal St. Bakersfield,Home,False,77,67,10,2015-16,WAC
11383,2015-12-12,N,Purdue,B10,Youngstown St.,Home,True,95,64,31,2015-16,Horz
29637,2021-11-24,N,Campbell,BSth,Maryland Eastern Sho,Home,True,66,55,11,2021-22,MEAC
11414,2015-12-12,N,Gonzaga,WCC,UCLA,Home,False,71,66,5,2015-16,P12
11434,2015-12-12,N,Idaho St.,BSky,Utah Valley,Home,False,100,76,24,2015-16,WAC
11431,2015-12-12,N,Portland,WCC,Sacramento St.,Home,True,81,73,8,2015-16,BSky
11428,2015-12-12,N,Charleston Southern,BSth,Rider,Home,False,82,72,10,2015-16,MAAC
11427,2015-12-12,N,Fresno St.,MWC,Pacific,Home,True,71,52,19,2015-16,WCC
11426,2015-12-12,N,Columbia,Ivy,NJIT,Home,True,65,56,9,2015-16,ASun
11425,2015-12-12,N,Marist,MAAC,Delaware,Home,False,70,69,1,2015-16,CAA
11409,2015-12-12,N,Southern Illinois,MVC,North Texas,Home,True,74,66,8,2015-16,CUSA
29630,2021-11-24,N,Cornell,Ivy,Saint Francis,Home,True,93,80,13,2021-22,NEC
11420,2015-12-12,N,Howard,MEAC,Radford,Home,False,92,91,1,2015-16,BSth
29631,2021-11-24,N,BYU,WCC,Texas Southern,Home,True,81,64,17,2021-22,SWAC
11418,2015-12-12,N,Cal St. Fullerton,BW,Loyola Marymount,Home,False,82,70,12,2015-16,WCC
11417,2015-12-12,N,Kent St.,MAC,Canisius,Home,True,84,77,7,2015-16,MAAC
11416,2015-12-12,N,Kentucky,SEC,Arizona St.,Home,True,72,58,14,2015-16,P12
11415,2015-12-12,N,Evansville,MVC,Mississippi Valley S,Home,True,95,60,35,2015-16,SWAC
11421,2015-12-12,N,James Madison,CAA,George Mason,Home,True,69,46,23,2015-16,A10
11436,2015-12-12,N,Sacred Heart,NEC,Lafayette,Home,False,90,86,4,2015-16,Pat
11382,2015-12-12,N,Akron,MAC,Bethune Cookman,Home,True,81,60,21,2015-16,MEAC
11380,2015-12-12,N,Nevada,MWC,Drake,Home,True,79,71,8,2015-16,MVC
11351,2015-12-12,N,New Mexico,MWC,Northern Iowa,Home,True,76,57,19,2015-16,MVC
11350,2015-12-12,N,Georgetown,BE,UNC Wilmington,Home,True,87,82,5,2015-16,CAA
11348,2015-12-12,N,Xavier,BE,Cincinnati,Home,True,65,55,10,2015-16,Amer
11346,2015-12-12,N,Wichita St.,MVC,Utah,Home,True,67,50,17,2015-16,P12
29671,2021-11-24,N,Michigan,B10,Tarleton St.,Home,True,65,54,11,2021-22,WAC
11343,2015-12-12,N,Connecticut,Amer,Ohio St.,Home,True,75,55,20,2015-16,B10
11354,2015-12-12,N,Maryland,B10,Maryland Eastern Sho,Home,True,77,56,21,2015-16,MEAC
11342,2015-12-12,N,Indiana,B10,McNeese St.,Home,True,105,60,45,2015-16,Slnd
11336,2015-12-12,N,Detroit Mercy,Horz,Bowling Green,Home,True,95,80,15,2015-16,MAC
11335,2015-12-12,N,Oklahoma,B12,Oral Roberts,Home,True,96,73,23,2015-16,Sum
11334,2015-12-12,N,Boise St.,MWC,Oregon,Home,True,74,72,2,2015-16,P12
11333,2015-12-12,N,Georgia St.,SB,Old Dominion,Home,True,68,64,4,2015-16,CUSA
11332,2015-12-12,N,Texas A&M,SEC,Kansas St.,Home,True,78,68,10,2015-16,B12
29679,2021-11-24,N,New Orleans,Slnd,Central Arkansas,Home,True,90,63,27,2021-22,ASun
11339,2015-12-12,N,Colorado,P12,BYU,Home,True,92,83,9,2015-16,WCC
11381,2015-12-12,N,George Washington,A10,Rutgers,Home,True,83,49,34,2015-16,B10
29665,2021-11-24,N,Florida St.,ACC,Boston University,Home,True,81,80,1,2021-22,Pat
11359,2015-12-12,N,Siena,MAAC,Albany,Home,True,78,70,8,2015-16,AE
29651,2021-11-24,N,Fairfield,MAAC,Stony Brook,Home,True,83,78,5,2021-22,AE
11377,2015-12-12,N,South Carolina St.,MEAC,Jacksonville,Home,True,81,74,7,2015-16,ASun
11372,2015-12-12,N,Memphis,Amer,Manhattan,Home,True,89,57,32,2015-16,MAAC
11371,2015-12-12,N,Louisiana Tech,CUSA,Louisiana,Home,True,91,79,12,2015-16,SB
29657,2021-11-24,N,UTSA,CUSA,Lamar,Home,True,79,73,6,2021-22,WAC
11368,2015-12-12,N,Davidson,A10,Western Carolina,Home,True,87,54,33,2015-16,SC
11357,2015-12-12,N,Stanford,P12,Dartmouth,Home,True,64,50,14,2015-16,Ivy
29660,2021-11-24,N,Monmouth,MAAC,Princeton,Home,True,76,64,12,2021-22,Ivy
11365,2015-12-12,N,Buffalo,MAC,Binghamton,Home,True,80,64,16,2015-16,AE
11364,2015-12-12,N,Washington,P12,Montana,Home,True,92,62,30,2015-16,BSky
29661,2021-11-24,N,Canisius,MAAC,Coppin St.,Home,True,76,75,1,2021-22,MEAC
11362,2015-12-12,N,Marshall,CUSA,Eastern Kentucky,Home,True,96,72,24,2015-16,OVC
11361,2015-12-12,N,Louisville,ACC,Eastern Michigan,Home,True,86,53,33,2015-16,MAC
29662,2021-11-24,N,Harvard,Ivy,Colgate,Home,True,89,84,5,2021-22,Pat
11366,2015-12-12,N,Northeastern,CAA,Stony Brook,Home,True,75,62,13,2015-16,AE
11212,2015-12-08,N,Loyola MD,Pat,Towson,Home,False,65,54,11,2015-16,CAA
11665,2015-12-16,N,UAB,CUSA,USC Upstate,Home,True,96,54,42,2015-16,ASun
11667,2015-12-16,N,Louisville,ACC,Kennesaw St.,Home,True,94,57,37,2015-16,ASun
11968,2015-12-19,N,Northern Illinois,MAC,FIU,Home,True,78,75,3,2015-16,CUSA
11969,2015-12-19,N,Duquesne,A10,Robert Morris,Home,True,72,65,7,2015-16,NEC
29252,2021-11-20,N,VCU,A10,Chattanooga,Home,False,56,54,2,2021-22,SC
11971,2015-12-19,N,Albany,AE,Saint Francis,Home,True,65,58,7,2015-16,NEC
29250,2021-11-20,N,Sacred Heart,NEC,Fairfield,Home,False,71,61,10,2021-22,MAAC
11973,2015-12-19,N,UTEP,CUSA,New Mexico St.,Home,False,73,53,20,2015-16,WAC
29249,2021-11-20,N,Youngstown St.,Horz,SIU Edwardsville,Home,False,69,66,3,2021-22,OVC
29245,2021-11-20,N,Evansville,MVC,UCF,Home,False,75,59,16,2021-22,Amer
29243,2021-11-20,N,Marist,MAAC,VMI,Home,True,78,74,4,2021-22,SC
29238,2021-11-20,N,Louisville,ACC,Detroit Mercy,Home,True,73,67,6,2021-22,Horz
29237,2021-11-20,N,Portland,WCC,Morgan St.,Home,True,74,63,11,2021-22,MEAC
11982,2015-12-19,N,St. Bonaventure,A10,South Carolina St.,Home,True,64,45,19,2015-16,MEAC
11983,2015-12-19,N,UC Davis,BW,Air Force,Home,False,67,60,7,2015-16,MWC
29235,2021-11-20,N,DePaul,BE,Western Illinois,Home,True,84,80,4,2021-22,Sum
29231,2021-11-20,N,Vanderbilt,SEC,Winthrop,Home,True,77,63,14,2021-22,BSth
29229,2021-11-20,N,San Diego St.,MWC,UT Arlington,Home,True,68,62,6,2021-22,SB
29228,2021-11-20,N,Michigan St.,B10,Eastern Michigan,Home,True,83,59,24,2021-22,MAC
12009,2015-12-20,N,Little Rock,SB,Northern Arizona,Home,True,84,57,27,2015-16,BSky
29209,2021-11-20,N,UC Santa Barbara,BW,Chicago St.,Home,True,81,50,31,2021-22,WAC
29210,2021-11-20,N,Saint Louis,A10,Mercer,Home,True,75,58,17,2021-22,SC
29211,2021-11-20,N,Eastern Kentucky,ASun,Albany,Home,True,77,64,13,2021-22,AE
29213,2021-11-20,N,St. John's,BE,Fairleigh Dickinson,Home,True,87,74,13,2021-22,NEC
12001,2015-12-20,N,Boise St.,MWC,Bradley,Home,True,90,70,20,2015-16,MVC
11963,2015-12-19,N,Washington,P12,Oakland,Home,False,97,83,14,2015-16,Horz
29217,2021-11-20,N,Cal St. Northridge,BW,Utah Tech,Home,True,79,73,6,2021-22,WAC
29219,2021-11-20,N,Texas,B12,San Jose St.,Home,True,79,45,34,2021-22,MWC
29222,2021-11-20,N,Delaware St.,MEAC,UNC Wilmington,Home,False,67,63,4,2021-22,CAA
11994,2015-12-19,N,Fordham,A10,Maine,Home,True,70,53,17,2015-16,AE
11993,2015-12-19,N,Florida Gulf Coast,ASun,South Dakota St.,Home,False,56,52,4,2015-16,Sum
29224,2021-11-20,N,Quinnipiac,MAAC,Central Connecticut,Home,True,76,65,11,2021-22,NEC
29227,2021-11-20,N,Illinois St.,MVC,Bucknell,Home,True,105,100,5,2021-22,Pat
11998,2015-12-19,N,Southern Miss,CUSA,Georgia St.,Home,False,66,46,20,2015-16,SB
11962,2015-12-19,N,Boston College,ACC,Delaware,Home,True,69,61,8,2015-16,CAA
29259,2021-11-20,N,Montana,BSky,Nebraska Omaha,Home,True,68,47,21,2021-22,Sum
11960,2015-12-19,N,Loyola Chicago,MVC,Illinois Chicago,Home,True,64,47,17,2015-16,Horz
11929,2015-12-19,N,Elon,CAA,UNC Greensboro,Home,True,79,69,10,2015-16,SC
11926,2015-12-19,N,Radford,BSth,UNC Wilmington,Home,True,69,67,2,2015-16,CAA
11925,2015-12-19,N,Mississippi St.,SEC,Tulane,Home,True,69,59,10,2015-16,Amer
11923,2015-12-19,N,South Florida,Amer,UAB,Home,False,79,68,11,2015-16,CUSA
11921,2015-12-19,N,Valparaiso,Horz,Missouri St.,Home,True,74,45,29,2015-16,MVC
29296,2021-11-21,N,Oregon St.,P12,Princeton,Home,False,81,80,1,2021-22,Ivy
11931,2015-12-19,N,Temple,Amer,Delaware St.,Home,True,78,63,15,2015-16,MEAC
29298,2021-11-21,N,Miami FL,ACC,Florida A&M,Home,True,86,59,27,2021-22,SWAC
11915,2015-12-19,N,Northern Kentucky,Horz,Southeast Missouri S,Home,True,79,69,10,2015-16,OVC
11914,2015-12-19,N,Wyoming,MWC,Nebraska Omaha,Home,True,76,75,1,2015-16,Sum
29299,2021-11-21,N,Iowa St.,B12,Grambling St.,Home,True,82,47,35,2021-22,SWAC
11912,2015-12-19,N,Virginia Tech,ACC,Grambling St.,Home,True,87,52,35,2015-16,SWAC
29300,2021-11-21,N,Virginia Tech,ACC,Merrimack,Home,True,72,43,29,2021-22,NEC
11908,2015-12-19,N,Georgia Southern,SB,Winthrop,Home,False,88,81,7,2015-16,BSth
11916,2015-12-19,N,Howard,MEAC,UMBC,Home,True,103,93,10,2015-16,AE
29208,2021-11-20,N,Saint Joseph's,A10,Monmouth,Home,False,87,75,12,2021-22,MAAC
11932,2015-12-19,N,Campbell,BSth,The Citadel,Home,True,101,82,19,2015-16,SC
11936,2015-12-19,N,Providence,BE,Rider,Home,True,73,65,8,2015-16,MAAC
11959,2015-12-19,N,Buffalo,MAC,Montana St.,Home,True,80,73,7,2015-16,BSky
29260,2021-11-20,N,Central Arkansas,ASun,Oral Roberts,Home,True,70,67,3,2021-22,Sum
29261,2021-11-20,N,High Point,BSth,Howard,Home,True,73,63,10,2021-22,MEAC
11955,2015-12-19,N,UTSA,CUSA,Utah Valley,Home,False,83,78,5,2015-16,WAC
29263,2021-11-20,N,Alabama St.,SWAC,North Carolina Centr,Home,True,80,74,6,2021-22,MEAC
29267,2021-11-20,N,La Salle,A10,Army,Home,True,61,58,3,2021-22,Pat
11934,2015-12-19,N,Missouri,SEC,N.C. State,Home,False,73,59,14,2015-16,ACC
11951,2015-12-19,N,Cleveland St.,Horz,Belmont,Home,True,67,65,2,2015-16,OVC
29277,2021-11-20,N,Sacramento St.,BSky,UC San Diego,Home,False,71,56,15,2021-22,BW
11947,2015-12-19,N,Appalachian St.,SB,Charlotte,Home,False,82,66,16,2015-16,CUSA
11944,2015-12-19,N,Saint Louis,A10,Indiana St.,Home,False,76,68,8,2015-16,MVC
11942,2015-12-19,N,George Mason,A10,Longwood,Home,True,75,70,5,2015-16,BSth
11941,2015-12-19,N,New Mexico,MWC,Rice,Home,False,90,89,1,2015-16,CUSA
11940,2015-12-19,N,Syracuse,ACC,Cornell,Home,True,67,46,21,2015-16,Ivy
11949,2015-12-19,N,Northeastern,CAA,Michigan St.,Home,False,78,58,20,2015-16,B10
12011,2015-12-20,N,Wright St.,Horz,Bowling Green,Home,True,83,47,36,2015-16,MAC
12013,2015-12-20,N,Connecticut,Amer,UMass Lowell,Home,True,88,79,9,2015-16,AE
12014,2015-12-20,N,Fresno St.,MWC,Evansville,Home,False,85,77,8,2015-16,MVC
12087,2015-12-21,N,Massachusetts,A10,Providence,Home,False,90,66,24,2015-16,BE
12085,2015-12-21,N,Stanford,P12,Sacramento St.,Home,True,70,60,10,2015-16,BSky
12084,2015-12-21,N,Oregon St.,P12,Quinnipiac,Home,True,82,61,21,2015-16,MAAC
29149,2021-11-19,N,San Diego,WCC,Cal St. Fullerton,Home,False,57,55,2,2021-22,BW
29154,2021-11-19,N,Cal St. Northridge,BW,Eastern Washington,Home,False,67,64,3,2021-22,BSky
29159,2021-11-19,N,George Washington,A10,UMass Lowell,Home,False,67,56,11,2021-22,AE
12088,2015-12-21,N,Ohio,MAC,Arkansas Pine Bluff,Home,True,65,58,7,2015-16,SWAC
29160,2021-11-19,N,Merrimack,NEC,Lehigh,Home,True,55,45,10,2021-22,Pat
12072,2015-12-21,N,Toledo,MAC,North Carolina A&T,Home,True,95,62,33,2015-16,MEAC
12068,2015-12-21,N,Georgia Tech,ACC,Southeastern Louisia,Home,True,75,62,13,2015-16,Slnd
12067,2015-12-21,N,Jacksonville St.,OVC,Northern Colorado,Home,True,79,76,3,2015-16,BSky
12065,2015-12-21,N,Marquette,BE,Chicago St.,Home,True,91,74,17,2015-16,WAC
12064,2015-12-21,N,New Mexico St.,WAC,Oral Roberts,Home,True,76,61,15,2015-16,Sum
12063,2015-12-21,N,Boston University,Pat,New Hampshire,Home,True,78,74,4,2015-16,AE
